CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Name
17101,10,4,1621.73,5,4,4,544,Champions,0,Regular Customers
17102,262,1,25.5,1,2,1,121,Lost Customers,1,Lost Customers
17105,159,2,665.78,2,3,3,233,At Risk,1,Lost Customers
17107,33,7,10380.43,3,5,5,355,Loyal Customers,0,Regular Customers
17109,29,8,869.6800000000001,4,5,3,453,Loyal Customers,0,Regular Customers
17110,165,1,163.29999999999998,2,2,1,221,Lost Customers,1,Lost Customers
17111,47,1,248.61,3,2,2,322,Potential Loyalists,0,Regular Customers
17114,6,10,747.22,5,5,3,553,Loyal Customers,0,Regular Customers
17115,8,5,806.9,5,4,3,543,Loyal Customers,0,Regular Customers
17117,288,1,116.2,1,2,1,121,Lost Customers,1,Lost Customers
17118,318,1,157.02,1,2,1,121,Lost Customers,1,Lost Customers
17119,3,3,593.61,5,3,3,533,Loyal Customers,0,Regular Customers
17120,233,1,307.46,1,2,2,122,Lost Customers,1,Lost Customers
17122,119,1,138.32,2,2,1,221,Lost Customers,0,Regular Customers
17123,162,1,345.3,2,2,2,222,Lost Customers,1,Lost Customers
17124,185,1,298.89,1,2,2,122,Lost Customers,1,Lost Customers
17125,50,1,259.35,3,2,2,322,Potential Loyalists,0,Regular Customers
17126,152,7,991.85,2,5,4,254,At Risk,1,Lost Customers
17128,335,1,157.09,1,2,1,121,Lost Customers,1,Lost Customers
17131,5,5,2463.17,5,4,5,545,Champions,0,Regular Customers
17133,16,7,4892.240000000001,4,5,5,455,Champions,0,Regular Customers
17134,107,2,425.0,2,3,2,232,At Risk,0,Regular Customers
17135,16,7,1139.73,4,5,4,454,Champions,0,Regular Customers
17138,276,1,380.5,1,2,2,122,Lost Customers,1,Lost Customers
17139,16,15,10585.57,4,5,5,455,Champions,0,Regular Customers
17140,247,1,465.32,1,2,2,122,Lost Customers,1,Lost Customers
17142,239,1,579.0,1,2,3,123,Lost Customers,1,Lost Customers
17144,1,2,984.57,5,3,4,534,Loyal Customers,0,Regular Customers
17146,106,3,749.78,2,3,3,233,At Risk,0,Regular Customers
17147,23,6,1679.64,4,4,4,444,Champions,0,Regular Customers
17148,52,1,124.88,3,2,1,321,Potential Loyalists,0,Regular Customers
17152,195,4,1503.5,1,4,4,144,At Risk,1,Lost Customers
17153,24,1,213.78,4,2,1,421,New Customers,0,Regular Customers
17154,75,1,329.34,2,2,2,222,Lost Customers,0,Regular Customers
17155,18,2,251.7,4,3,2,432,Potential Loyalists,0,Regular Customers
17157,8,3,306.55,5,3,2,532,Potential Loyalists,0,Regular Customers
17158,32,3,1266.97,3,3,4,334,Loyal Customers,0,Regular Customers
17159,22,4,1534.73,4,4,4,444,Champions,0,Regular Customers
17160,31,6,3518.03,4,4,5,445,Champions,0,Regular Customers
17162,29,11,1707.21,4,5,4,454,Champions,0,Regular Customers
17163,22,2,293.1,4,3,2,432,Potential Loyalists,0,Regular Customers
17164,33,8,2466.4,3,5,5,355,Loyal Customers,0,Regular Customers
17165,284,1,158.68,1,2,1,121,Lost Customers,1,Lost Customers
17166,39,3,189.49,3,3,1,331,Potential Loyalists,0,Regular Customers
17169,50,4,816.88,3,4,3,343,Loyal Customers,0,Regular Customers
17171,289,1,224.91,1,2,1,121,Lost Customers,1,Lost Customers
17172,75,2,313.26,2,3,2,232,At Risk,0,Regular Customers
17173,5,9,3755.65,5,5,5,555,Champions,0,Regular Customers
17174,218,1,59.9,1,2,1,121,Lost Customers,1,Lost Customers
17175,44,5,1430.94,3,4,4,344,Loyal Customers,0,Regular Customers
17176,202,1,306.13,1,2,2,122,Lost Customers,1,Lost Customers
17179,178,3,711.79,1,3,3,133,At Risk,1,Lost Customers
17180,56,6,780.38,3,4,3,343,Loyal Customers,0,Regular Customers
17181,57,2,239.92,3,3,1,331,Potential Loyalists,0,Regular Customers
17183,8,8,3286.91,5,5,5,555,Champions,0,Regular Customers
17186,47,2,144.0,3,3,1,331,Potential Loyalists,0,Regular Customers
17187,227,1,203.95,1,2,1,121,Lost Customers,1,Lost Customers
17188,11,9,2275.58,5,5,5,555,Champions,0,Regular Customers
17189,106,2,384.4,2,3,2,232,At Risk,0,Regular Customers
17190,59,3,249.74,3,3,2,332,Potential Loyalists,0,Regular Customers
17191,28,7,2095.13,4,5,5,455,Champions,0,Regular Customers
17193,36,9,1674.46,3,5,4,354,Loyal Customers,0,Regular Customers
17194,274,2,262.62,1,3,2,132,At Risk,1,Lost Customers
17197,30,1,1013.01,4,2,4,424,New Customers,0,Regular Customers
17198,24,3,692.22,4,3,3,433,Loyal Customers,0,Regular Customers
17201,54,1,342.63,3,2,2,322,Potential Loyalists,0,Regular Customers
17203,36,6,3563.85,3,4,5,345,Loyal Customers,0,Regular Customers
17204,169,9,1352.91,2,5,4,254,At Risk,1,Lost Customers
17205,54,1,384.08,3,2,2,322,Potential Loyalists,0,Regular Customers
17206,53,1,204.24,3,2,1,321,Potential Loyalists,0,Regular Customers
17211,27,9,2299.67,4,5,5,455,Champions,0,Regular Customers
17212,253,1,226.85,1,2,1,121,Lost Customers,1,Lost Customers
17213,40,11,2741.08,3,5,5,355,Loyal Customers,0,Regular Customers
17214,60,7,984.12,3,5,4,354,Loyal Customers,0,Regular Customers
17217,234,1,113.5,1,2,1,121,Lost Customers,1,Lost Customers
17218,4,10,1960.72,5,5,4,554,Champions,0,Regular Customers
17219,32,1,114.23,3,2,1,321,Potential Loyalists,0,Regular Customers
17220,24,14,3198.25,4,5,5,455,Champions,0,Regular Customers
17221,7,2,335.13,5,3,2,532,Potential Loyalists,0,Regular Customers
17222,65,1,354.15,3,2,2,322,Potential Loyalists,0,Regular Customers
17223,310,2,426.79,1,3,2,132,At Risk,1,Lost Customers
17226,309,1,393.49,1,2,2,122,Lost Customers,1,Lost Customers
17227,19,6,939.32,4,4,4,444,Champions,0,Regular Customers
17228,16,8,1906.09,4,5,4,454,Champions,0,Regular Customers
17229,96,2,318.76,2,3,2,232,At Risk,0,Regular Customers
17230,264,11,3466.67,1,5,5,155,At Risk,1,Lost Customers
17231,12,14,3127.82,4,5,5,455,Champions,0,Regular Customers
17232,3,2,421.52,5,3,2,532,Potential Loyalists,0,Regular Customers
17233,35,1,190.88,3,2,1,321,Potential Loyalists,0,Regular Customers
17234,183,1,149.89,1,2,1,121,Lost Customers,1,Lost Customers
17235,25,2,550.06,4,3,3,433,Loyal Customers,0,Regular Customers
17236,13,6,916.13,4,4,3,443,Loyal Customers,0,Regular Customers
17237,11,2,314.69,5,3,2,532,Potential Loyalists,0,Regular Customers
17238,3,17,3744.65,5,5,5,555,Champions,0,Regular Customers
17239,313,2,379.95,1,3,2,132,At Risk,1,Lost Customers
17242,108,2,1135.04,2,3,4,234,At Risk,0,Regular Customers
17243,1,30,8628.55,5,5,5,555,Champions,3,Loyal High Spenders
17244,53,1,954.9,3,2,4,324,Potential Loyalists,0,Regular Customers
17245,205,1,171.45,1,2,1,121,Lost Customers,1,Lost Customers
17247,15,1,282.19,4,2,2,422,New Customers,0,Regular Customers
17248,120,1,318.65,2,2,2,222,Lost Customers,0,Regular Customers
17250,4,2,384.52,5,3,2,532,Potential Loyalists,0,Regular Customers
17251,363,1,283.28000000000003,1,2,2,122,Lost Customers,1,Lost Customers
17252,117,2,353.86,2,3,2,232,At Risk,0,Regular Customers
17253,18,1,178.26,4,2,1,421,New Customers,0,Regular Customers
17254,5,2,272.44,5,3,2,532,Potential Loyalists,0,Regular Customers
17255,41,2,298.41,3,3,2,332,Potential Loyalists,0,Regular Customers
17256,107,2,240.0,2,3,1,231,At Risk,0,Regular Customers
17259,148,2,603.37,2,3,3,233,At Risk,1,Lost Customers
17262,52,5,1253.36,3,4,4,344,Loyal Customers,0,Regular Customers
17263,208,1,63.440000000000005,1,2,1,121,Lost Customers,1,Lost Customers
17265,139,2,562.9,2,3,3,233,At Risk,0,Regular Customers
17266,2,3,310.64,5,3,2,532,Potential Loyalists,0,Regular Customers
17267,127,2,317.62,2,3,2,232,At Risk,0,Regular Customers
17268,108,4,763.64,2,4,3,243,At Risk,0,Regular Customers
17272,42,5,2144.53,3,4,5,345,Loyal Customers,0,Regular Customers
17274,35,1,111.98,3,2,1,321,Potential Loyalists,0,Regular Customers
17277,228,2,1065.35,1,3,4,134,At Risk,1,Lost Customers
17278,241,1,246.04,1,2,2,122,Lost Customers,1,Lost Customers
17279,58,1,187.83,3,2,1,321,Potential Loyalists,0,Regular Customers
17282,130,3,1703.41,2,3,4,234,At Risk,0,Regular Customers
17284,60,7,1641.68,3,5,4,354,Loyal Customers,0,Regular Customers
17286,22,1,153.92,4,2,1,421,New Customers,0,Regular Customers
17287,26,7,1064.11,4,5,4,454,Champions,0,Regular Customers
17288,9,7,1419.73,5,5,4,554,Champions,0,Regular Customers
17289,32,4,936.16,3,4,4,344,Loyal Customers,0,Regular Customers
17290,4,2,525.24,5,3,3,533,Loyal Customers,0,Regular Customers
17291,308,1,550.8000000000001,1,2,3,123,Lost Customers,1,Lost Customers
17293,8,9,1875.11,5,5,4,554,Champions,0,Regular Customers
17295,29,3,556.95,4,3,3,433,Loyal Customers,0,Regular Customers
17297,17,1,131.78,4,2,1,421,New Customers,0,Regular Customers
17298,101,2,498.42,2,3,3,233,At Risk,0,Regular Customers
17299,12,4,669.11,4,4,3,443,Loyal Customers,0,Regular Customers
17301,21,1,197.63,4,2,1,421,New Customers,0,Regular Customers
17302,15,6,1119.93,4,4,4,444,Champions,0,Regular Customers
17303,361,1,250.04,1,2,2,122,Lost Customers,1,Lost Customers
17306,11,21,8600.73,5,5,5,555,Champions,0,Regular Customers
17309,95,1,82.75,2,2,1,221,Lost Customers,0,Regular Customers
17311,78,2,1384.85,2,3,4,234,At Risk,0,Regular Customers
17312,139,3,644.3,2,3,3,233,At Risk,0,Regular Customers
17313,18,2,2288.13,4,3,5,435,Loyal Customers,0,Regular Customers
17314,25,11,2514.76,4,5,5,455,Champions,0,Regular Customers
17315,1,43,6204.46,5,5,5,555,Champions,3,Loyal High Spenders
17317,46,5,2524.02,3,4,5,345,Loyal Customers,0,Regular Customers
17320,100,3,1200.62,2,3,4,234,At Risk,0,Regular Customers
17321,8,2,700.86,5,3,3,533,Loyal Customers,0,Regular Customers
17323,15,9,908.99,4,5,3,453,Loyal Customers,0,Regular Customers
17324,18,4,990.23,4,4,4,444,Champions,0,Regular Customers
17325,280,1,96.8,1,2,1,121,Lost Customers,1,Lost Customers
17329,14,2,523.11,4,3,3,433,Loyal Customers,0,Regular Customers
17330,23,2,363.9,4,3,2,432,Potential Loyalists,0,Regular Customers
17331,124,1,175.2,2,2,1,221,Lost Customers,0,Regular Customers
17333,86,1,494.25,2,2,3,223,Lost Customers,0,Regular Customers
17334,301,3,306.6,1,3,2,132,At Risk,1,Lost Customers
17337,151,7,1944.32,2,5,4,254,At Risk,1,Lost Customers
17338,17,10,6612.18,4,5,5,455,Champions,0,Regular Customers
17339,94,2,243.36,2,3,1,231,At Risk,0,Regular Customers
17340,9,16,11891.18,5,5,5,555,Champions,0,Regular Customers
17341,157,3,781.36,2,3,3,233,At Risk,1,Lost Customers
17343,355,1,193.64,1,2,1,121,Lost Customers,1,Lost Customers
17344,46,1,160.57,3,2,1,321,Potential Loyalists,0,Regular Customers
17345,15,4,537.74,4,4,3,443,Loyal Customers,0,Regular Customers
17346,4,16,2611.58,5,5,5,555,Champions,0,Regular Customers
17347,86,1,228.96,2,2,1,221,Lost Customers,0,Regular Customers
17348,15,5,1159.52,4,4,4,444,Champions,0,Regular Customers
17349,179,1,110.75,1,2,1,121,Lost Customers,1,Lost Customers
17350,8,5,1256.19,5,4,4,544,Champions,0,Regular Customers
17351,36,3,587.15,3,3,3,333,Loyal Customers,0,Regular Customers
17353,129,2,1740.0,2,3,4,234,At Risk,0,Regular Customers
17354,51,1,1393.06,3,2,4,324,Potential Loyalists,0,Regular Customers
17356,312,1,178.22,1,2,1,121,Lost Customers,1,Lost Customers
17357,24,2,388.14,4,3,2,432,Potential Loyalists,0,Regular Customers
17358,303,2,365.85,1,3,2,132,At Risk,1,Lost Customers
17359,11,1,127.86,5,2,1,521,New Customers,0,Regular Customers
17360,17,3,585.79,4,3,3,433,Loyal Customers,0,Regular Customers
17361,49,3,488.2,3,3,3,333,Loyal Customers,0,Regular Customers
17362,239,2,312.23,1,3,2,132,At Risk,1,Lost Customers
17364,1,12,4455.73,5,5,5,555,Champions,0,Regular Customers
17365,13,8,4801.56,4,5,5,455,Champions,0,Regular Customers
17367,238,1,168.4,1,2,1,121,Lost Customers,1,Lost Customers
17368,23,9,1349.52,4,5,4,454,Champions,0,Regular Customers
17370,73,4,446.18,2,4,2,242,At Risk,0,Regular Customers
17371,17,3,423.89,4,3,2,432,Potential Loyalists,0,Regular Customers
17372,41,8,1342.68,3,5,4,354,Loyal Customers,0,Regular Customers
17373,40,4,646.92,3,4,3,343,Loyal Customers,0,Regular Customers
17374,219,2,495.77,1,3,3,133,At Risk,1,Lost Customers
17375,190,4,372.5,1,4,2,142,At Risk,1,Lost Customers
17376,71,2,203.2,2,3,1,231,At Risk,0,Regular Customers
17377,24,21,3925.92,4,5,5,455,Champions,0,Regular Customers
17379,11,1,404.66,5,2,2,522,New Customers,0,Regular Customers
17381,9,30,20272.43,5,5,5,555,Champions,3,Loyal High Spenders
17382,65,1,65.4,3,2,1,321,Potential Loyalists,0,Regular Customers
17383,4,1,199.29,5,2,1,521,New Customers,0,Regular Customers
17384,19,2,336.4,4,3,2,432,Potential Loyalists,0,Regular Customers
17385,15,1,261.11,4,2,2,422,New Customers,0,Regular Customers
17386,8,6,2686.42,5,4,5,545,Champions,0,Regular Customers
17387,20,2,784.11,4,3,3,433,Loyal Customers,0,Regular Customers
17388,78,4,1259.56,2,4,4,244,At Risk,0,Regular Customers
17389,1,43,31300.08,5,5,5,555,Champions,3,Loyal High Spenders
17391,164,2,508.8,2,3,3,233,At Risk,1,Lost Customers
17392,307,2,457.91,1,3,2,132,At Risk,1,Lost Customers
17394,219,1,203.87,1,2,1,121,Lost Customers,1,Lost Customers
17396,39,8,7330.8,3,5,5,355,Loyal Customers,0,Regular Customers
17397,22,2,696.41,4,3,3,433,Loyal Customers,0,Regular Customers
17398,115,3,653.38,2,3,3,233,At Risk,0,Regular Customers
17400,126,5,2129.96,2,4,5,245,At Risk,0,Regular Customers
17402,5,13,2633.85,5,5,5,555,Champions,0,Regular Customers
17403,36,1,281.62,3,2,2,322,Potential Loyalists,0,Regular Customers
17404,4,18,30300.82,5,5,5,555,Champions,3,Loyal High Spenders
17405,1,5,967.22,5,4,4,544,Champions,0,Regular Customers
17406,330,5,1928.72,1,4,4,144,At Risk,1,Lost Customers
17408,163,1,32.65,2,2,1,221,Lost Customers,1,Lost Customers
17409,185,2,771.85,1,3,3,133,At Risk,1,Lost Customers
17410,16,5,1214.72,4,4,4,444,Champions,0,Regular Customers
17411,12,4,748.94,4,4,3,443,Loyal Customers,0,Regular Customers
17412,3,7,1258.06,5,5,4,554,Champions,0,Regular Customers
17414,44,2,778.0,3,3,3,333,Loyal Customers,0,Regular Customers
17415,80,1,507.84,2,2,3,223,Lost Customers,0,Regular Customers
17416,30,9,6838.34,4,5,5,455,Champions,0,Regular Customers
17418,42,2,463.46,3,3,2,332,Potential Loyalists,0,Regular Customers
17419,11,14,4200.97,5,5,5,555,Champions,0,Regular Customers
17420,50,3,598.83,3,3,3,333,Loyal Customers,0,Regular Customers
17422,16,10,1853.13,4,5,4,454,Champions,0,Regular Customers
17423,45,4,663.63,3,4,3,343,Loyal Customers,0,Regular Customers
17425,19,2,759.17,4,3,3,433,Loyal Customers,0,Regular Customers
17426,4,7,5022.26,5,5,5,555,Champions,0,Regular Customers
17427,72,1,100.8,2,2,1,221,Lost Customers,0,Regular Customers
17428,1,33,17078.45,5,5,5,555,Champions,3,Loyal High Spenders
17429,121,4,512.12,2,4,3,243,At Risk,0,Regular Customers
17430,33,2,265.76,3,3,2,332,Potential Loyalists,0,Regular Customers
17431,313,1,403.3,1,2,2,122,Lost Customers,1,Lost Customers
17432,18,2,365.76,4,3,2,432,Potential Loyalists,0,Regular Customers
17433,88,1,303.15999999999997,2,2,2,222,Lost Customers,0,Regular Customers
17434,2,9,2333.42,5,5,5,555,Champions,0,Regular Customers
17436,2,2,216.3,5,3,1,531,Potential Loyalists,0,Regular Customers
17438,247,2,378.3,1,3,2,132,At Risk,1,Lost Customers
17440,148,5,177.1,2,4,1,241,At Risk,1,Lost Customers
17442,29,10,2210.26,4,5,5,455,Champions,0,Regular Customers
17443,220,1,534.24,1,2,3,123,Lost Customers,1,Lost Customers
17444,148,3,2940.04,2,3,5,235,At Risk,1,Lost Customers
17446,177,2,120.9,1,3,1,131,At Risk,1,Lost Customers
17447,40,2,541.53,3,3,3,333,Loyal Customers,0,Regular Customers
17449,2,8,2504.86,5,5,5,555,Champions,0,Regular Customers
17450,8,55,187482.17,5,5,5,555,Champions,2,VIP Champions
17451,1,10,1648.95,5,5,4,554,Champions,0,Regular Customers
17453,18,2,486.72,4,3,3,433,Loyal Customers,0,Regular Customers
17454,192,4,517.53,1,4,3,143,At Risk,1,Lost Customers
17455,204,1,131.7,1,2,1,121,Lost Customers,1,Lost Customers
17456,365,1,249.86,1,2,2,122,Lost Customers,1,Lost Customers
17457,127,5,1737.7,2,4,4,244,At Risk,0,Regular Customers
17458,15,1,316.5,4,2,2,422,New Customers,0,Regular Customers
17459,43,2,657.3,3,3,3,333,Loyal Customers,0,Regular Customers
17460,79,8,452.63,2,5,2,252,At Risk,0,Regular Customers
17461,23,3,757.46,4,3,3,433,Loyal Customers,0,Regular Customers
17462,51,3,662.94,3,3,3,333,Loyal Customers,0,Regular Customers
17463,16,6,1881.36,4,4,4,444,Champions,0,Regular Customers
17464,158,1,289.96000000000004,2,2,2,222,Lost Customers,1,Lost Customers
17466,10,2,763.28,5,3,3,533,Loyal Customers,0,Regular Customers
17468,10,2,137.0,5,3,1,531,Potential Loyalists,0,Regular Customers
17469,16,6,1843.06,4,4,4,444,Champions,0,Regular Customers
17470,45,5,1125.07,3,4,4,344,Loyal Customers,0,Regular Customers
17472,191,3,710.29,1,3,3,133,At Risk,1,Lost Customers
17475,79,1,194.37,2,2,1,221,Lost Customers,0,Regular Customers
17480,74,2,506.51,2,3,3,233,At Risk,0,Regular Customers
17481,4,5,1249.34,5,4,4,544,Champions,0,Regular Customers
17483,65,3,414.04,3,3,2,332,Potential Loyalists,0,Regular Customers
17486,261,1,396.87,1,2,2,122,Lost Customers,1,Lost Customers
17489,59,2,376.64,3,3,2,332,Potential Loyalists,0,Regular Customers
17490,1,11,1926.88,5,5,4,554,Champions,0,Regular Customers
17491,1,11,3541.92,5,5,5,555,Champions,0,Regular Customers
17492,248,1,374.57,1,2,2,122,Lost Customers,1,Lost Customers
17495,8,2,497.56,5,3,3,533,Loyal Customers,0,Regular Customers
17496,359,1,271.05,1,2,2,122,Lost Customers,1,Lost Customers
17498,76,1,272.21999999999997,2,2,2,222,Lost Customers,0,Regular Customers
17499,290,1,622.88,1,2,3,123,Lost Customers,1,Lost Customers
17500,17,3,1138.0,4,3,4,434,Loyal Customers,0,Regular Customers
17501,221,2,288.6,1,3,2,132,At Risk,1,Lost Customers
17502,9,4,689.1,5,4,3,543,Loyal Customers,0,Regular Customers
17503,3,2,558.96,5,3,3,533,Loyal Customers,0,Regular Customers
17504,206,10,2745.28,1,5,5,155,At Risk,1,Lost Customers
17505,162,2,1145.84,2,3,4,234,At Risk,1,Lost Customers
17506,70,2,294.29,3,3,2,332,Potential Loyalists,0,Regular Customers
17507,262,2,605.58,1,3,3,133,At Risk,1,Lost Customers
17508,281,1,387.31,1,2,2,122,Lost Customers,1,Lost Customers
17509,58,11,6100.74,3,5,5,355,Loyal Customers,0,Regular Customers
17510,25,1,308.48,4,2,2,422,New Customers,0,Regular Customers
17511,3,46,88125.38,5,5,5,555,Champions,3,Loyal High Spenders
17512,29,11,2920.04,4,5,5,455,Champions,0,Regular Customers
17513,72,1,513.2,2,2,3,223,Lost Customers,0,Regular Customers
17514,128,1,208.65,2,2,1,221,Lost Customers,0,Regular Customers
17515,31,4,639.02,4,4,3,443,Loyal Customers,0,Regular Customers
17516,15,5,768.08,4,4,3,443,Loyal Customers,0,Regular Customers
17517,309,1,153.94,1,2,1,121,Lost Customers,1,Lost Customers
17519,17,7,1839.07,4,5,4,454,Champions,0,Regular Customers
17520,54,1,546.81,3,2,3,323,Potential Loyalists,0,Regular Customers
17521,24,4,721.9599999999999,4,4,3,443,Loyal Customers,0,Regular Customers
17522,2,5,1070.71,5,4,4,544,Champions,0,Regular Customers
17523,11,4,652.74,5,4,3,543,Loyal Customers,0,Regular Customers
17524,361,1,145.0,1,2,1,121,Lost Customers,1,Lost Customers
17525,360,1,422.7,1,2,2,122,Lost Customers,1,Lost Customers
17526,1,8,706.7,5,5,3,553,Loyal Customers,0,Regular Customers
17527,54,6,888.86,3,4,3,343,Loyal Customers,0,Regular Customers
17528,1,11,3540.1,5,5,5,555,Champions,0,Regular Customers
17530,1,10,2385.0,5,5,5,555,Champions,0,Regular Customers
17531,121,2,293.45,2,3,2,232,At Risk,0,Regular Customers
17534,54,1,223.36,3,2,1,321,Potential Loyalists,0,Regular Customers
17535,280,1,164.4,1,2,1,121,Lost Customers,1,Lost Customers
17536,177,1,76.5,1,2,1,121,Lost Customers,1,Lost Customers
17537,30,2,897.62,4,3,3,433,Loyal Customers,0,Regular Customers
17538,26,1,98.42,4,2,1,421,New Customers,0,Regular Customers
17540,9,3,570.4,5,3,3,533,Loyal Customers,0,Regular Customers
17542,270,1,170.75,1,2,1,121,Lost Customers,1,Lost Customers
17545,43,3,645.96,3,3,3,333,Loyal Customers,0,Regular Customers
17549,24,2,148.86,4,3,1,431,Potential Loyalists,0,Regular Customers
17550,197,3,267.16,1,3,2,132,At Risk,1,Lost Customers
17551,359,1,306.84,1,2,2,122,Lost Customers,1,Lost Customers
17552,43,6,909.96,3,4,3,343,Loyal Customers,0,Regular Customers
17553,130,1,1487.6,2,2,4,224,Lost Customers,0,Regular Customers
17554,1,5,1952.45,5,4,4,544,Champions,0,Regular Customers
17555,20,2,483.26,4,3,3,433,Loyal Customers,0,Regular Customers
17556,206,1,157.9,1,2,1,121,Lost Customers,1,Lost Customers
17557,14,3,541.46,4,3,3,433,Loyal Customers,0,Regular Customers
17560,95,5,854.95,2,4,3,243,At Risk,0,Regular Customers
17561,19,1,167.62,4,2,1,421,New Customers,0,Regular Customers
17562,14,8,1107.38,4,5,4,454,Champions,0,Regular Customers
17564,24,3,454.01,4,3,2,432,Potential Loyalists,0,Regular Customers
17566,8,2,901.21,5,3,3,533,Loyal Customers,0,Regular Customers
17567,7,10,4012.56,5,5,5,555,Champions,0,Regular Customers
17569,332,1,344.14,1,2,2,122,Lost Customers,1,Lost Customers
17571,50,4,1498.51,3,4,4,344,Loyal Customers,0,Regular Customers
17572,71,4,226.75000000000003,2,4,1,241,At Risk,0,Regular Customers
17573,29,4,362.9,4,4,2,442,Potential Loyalists,0,Regular Customers
17574,243,1,185.65,1,2,1,121,Lost Customers,1,Lost Customers
17576,8,22,3457.78,5,5,5,555,Champions,0,Regular Customers
17578,191,2,124.74,1,3,1,131,At Risk,1,Lost Customers
17579,5,4,440.2,5,4,2,542,Potential Loyalists,0,Regular Customers
17580,253,3,215.72,1,3,1,131,At Risk,1,Lost Customers
17581,1,31,10736.11,5,5,5,555,Champions,3,Loyal High Spenders
17582,236,1,175.27,1,2,1,121,Lost Customers,1,Lost Customers
17584,7,3,1227.3,5,3,4,534,Loyal Customers,0,Regular Customers
17585,109,4,1133.07,2,4,4,244,At Risk,0,Regular Customers
17588,100,3,1240.2,2,3,4,234,At Risk,0,Regular Customers
17589,60,4,2404.17,3,4,5,345,Loyal Customers,0,Regular Customers
17590,2,3,1479.22,5,3,4,534,Loyal Customers,0,Regular Customers
17591,73,8,2215.02,2,5,5,255,At Risk,0,Regular Customers
17593,4,6,3911.56,5,4,5,545,Champions,0,Regular Customers
17594,85,2,993.18,2,3,4,234,At Risk,0,Regular Customers
17595,12,2,388.79,4,3,2,432,Potential Loyalists,0,Regular Customers
17596,23,7,2827.93,4,5,5,455,Champions,0,Regular Customers
17597,214,1,2044.37,1,2,5,125,Lost Customers,1,Lost Customers
17600,18,1,161.67000000000002,4,2,1,421,New Customers,0,Regular Customers
17601,239,1,116.01,1,2,1,121,Lost Customers,1,Lost Customers
17602,2,8,5050.77,5,5,5,555,Champions,0,Regular Customers
17604,217,2,309.36,1,3,2,132,At Risk,1,Lost Customers
17608,33,2,193.42,3,3,1,331,Potential Loyalists,0,Regular Customers
17609,41,6,1103.92,3,4,4,344,Loyal Customers,0,Regular Customers
17611,4,19,3947.87,5,5,5,555,Champions,0,Regular Customers
17612,53,10,1992.76,3,5,4,354,Loyal Customers,0,Regular Customers
17613,23,17,4509.37,4,5,5,455,Champions,0,Regular Customers
17614,57,1,390.07,3,2,2,322,Potential Loyalists,0,Regular Customers
17615,130,3,329.6,2,3,2,232,At Risk,0,Regular Customers
17616,174,3,571.1999999999999,2,3,3,233,At Risk,1,Lost Customers
17618,6,3,971.58,5,3,4,534,Loyal Customers,0,Regular Customers
17619,312,1,218.52,1,2,1,121,Lost Customers,1,Lost Customers
17620,60,1,81.44,3,2,1,321,Potential Loyalists,0,Regular Customers
17621,21,4,1336.1,4,4,4,444,Champions,0,Regular Customers
17623,33,1,527.05,3,2,3,323,Potential Loyalists,0,Regular Customers
17624,15,2,843.48,4,3,3,433,Loyal Customers,0,Regular Customers
17625,18,4,2047.0,4,4,5,445,Champions,0,Regular Customers
17628,81,1,75.75,2,2,1,221,Lost Customers,0,Regular Customers
17629,6,9,1784.12,5,5,4,554,Champions,0,Regular Customers
17630,170,2,503.6,2,3,3,233,At Risk,1,Lost Customers
17631,2,3,528.33,5,3,3,533,Loyal Customers,0,Regular Customers
17633,31,6,1242.34,4,4,4,444,Champions,0,Regular Customers
17634,36,9,2361.97,3,5,5,355,Loyal Customers,0,Regular Customers
17636,9,2,265.93,5,3,2,532,Potential Loyalists,0,Regular Customers
17637,31,2,547.0600000000001,4,3,3,433,Loyal Customers,0,Regular Customers
17639,276,1,108.5,1,2,1,121,Lost Customers,1,Lost Customers
17640,87,1,621.66,2,2,3,223,Lost Customers,0,Regular Customers
17642,120,2,712.29,2,3,3,233,At Risk,0,Regular Customers
17643,373,1,101.55,1,2,1,121,Lost Customers,1,Lost Customers
17644,1,17,2768.98,5,5,5,555,Champions,0,Regular Customers
17646,219,4,995.66,1,4,4,144,At Risk,1,Lost Customers
17647,65,1,133.06,3,2,1,321,Potential Loyalists,0,Regular Customers
17648,61,5,1789.55,3,4,4,344,Loyal Customers,0,Regular Customers
17649,135,2,861.74,2,3,3,233,At Risk,0,Regular Customers
17650,21,1,166.07999999999998,4,2,1,421,New Customers,0,Regular Customers
17651,12,14,3886.67,4,5,5,455,Champions,0,Regular Customers
17652,25,18,4737.13,4,5,5,455,Champions,0,Regular Customers
17653,29,5,1175.88,4,4,4,444,Champions,0,Regular Customers
17654,277,1,117.55,1,2,1,121,Lost Customers,1,Lost Customers
17655,11,8,2571.74,5,5,5,555,Champions,0,Regular Customers
17656,73,5,1674.69,2,4,4,244,At Risk,0,Regular Customers
17658,11,3,485.88,5,3,3,533,Loyal Customers,0,Regular Customers
17659,4,14,2954.75,5,5,5,555,Champions,0,Regular Customers
17660,141,1,196.0,2,2,1,221,Lost Customers,1,Lost Customers
17663,26,9,1788.27,4,5,4,454,Champions,0,Regular Customers
17664,19,2,604.64,4,3,3,433,Loyal Customers,0,Regular Customers
17666,4,2,728.16,5,3,3,533,Loyal Customers,0,Regular Customers
